no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_asset_value
4,1,0,8100000,28000000,8,663,0,51600000
4,0,1,9500000,22600000,14,433,1,47400000
0,0,0,9200000,22500000,10,317,1,70800000
2,0,0,3900000,14700000,16,360,1,14000000
1,0,0,9100000,26200000,8,727,0,64600000
3,0,1,3000000,8300000,4,685,0,23400000
4,0,0,2000000,4300000,8,373,1,14600000
5,0,0,6300000,14600000,8,469,1,51700000
3,1,1,4100000,10900000,8,548,1,31500000
0,1,0,9800000,29400000,20,618,0,57900000
2,0,0,5200000,15400000,8,658,0,24700000
3,0,0,7600000,28700000,18,781,0,71300000
3,1,0,9200000,35500000,2,715,0,54400000
5,1,0,2200000,8100000,4,409,1,7600000
2,1,1,8300000,20600000,10,504,1,40900000
3,0,1,6100000,21600000,16,428,1,31300000
2,0,0,4500000,16600000,20,704,0,29900000
3,1,0,6600000,18800000,12,834,0,46600000
4,1,0,8900000,34900000,14,694,0,47900000
4,0,1,3900000,13300000,20,453,1,27300000
3,0,1,8900000,35400000,14,404,1,62300000
5,1,0,6400000,22300000,12,776,0,39500000
1,1,1,9500000,28700000,16,526,1,67900000
3,0,1,300000,1000000,8,641,0,2200000
5,1,0,4100000,12300000,6,582,0,34600000
2,0,0,8100000,20800000,18,778,0,46900000
4,0,0,9900000,28400000,10,763,0,78000000
0,1,0,4800000,19000000,12,650,0,28400000
0,0,1,2900000,9700000,2,820,0,21300000
1,1,1,3500000,13500000,12,824,0,28000000
1,1,1,4900000,12600000,4,718,0,34700000
2,1,1,5100000,13300000,14,313,1,35700000
5,0,0,7300000,26200000,10,751,0,50700000
0,0,1,200000,300000,18,520,1,1100000
2,0,0,1400000,4700000,4,355,0,8500000
3,0,1,8700000,33600000,14,314,1,45600000
1,1,1,2800000,5900000,20,728,0,15900000
3,0,1,9100000,30100000,14,564,0,64800000
0,1,1,6800000,15300000,14,699,0,44700000
0,1,1,5000000,17000000,6,624,0,34200000
0,0,1,4400000,16800000,14,795,0,33400000
5,1,1,8400000,18600000,20,703,0,47900000
4,0,0,7800000,17300000,4,394,1,48200000
4,0,1,4800000,9900000,14,779,0,36000000
1,0,0,3200000,8800000,4,405,1,17700000
5,0,1,2300000,6700000,16,612,0,20800000
5,1,1,9200000,28100000,10,448,1,69500000
2,1,1,4700000,13700000,6,506,1,29400000
0,1,1,8000000,30400000,2,776,0,54900000
1,0,1,2600000,8600000,6,730,0,12800000
3,1,0,200000,800000,20,730,0,1000000
5,0,0,7300000,17200000,2,345,1,42600000
4,1,0,3300000,11800000,2,847,0,25300000
4,1,0,8300000,23300000,20,398,1,57000000
5,1,1,4100000,9600000,2,307,1,28200000
1,1,0,7300000,23700000,16,852,0,47300000
1,1,0,9300000,27500000,6,364,1,62100000
2,0,1,4300000,15200000,12,552,0,23000000
3,1,0,2600000,8100000,2,421,0,16000000
5,0,0,2900000,9800000,12,588,0,17900000
2,0,1,900000,3500000,6,763,0,5200000
3,1,1,4900000,17500000,20,823,0,40400000
0,0,0,7700000,24800000,10,642,0,59400000
1,0,0,4700000,16800000,12,647,0,32700000
5,1,0,3000000,8900000,20,886,0,17000000
4,1,0,9700000,26200000,4,518,1,62700000
0,0,1,6900000,26800000,20,515,1,38300000
2,1,1,3800000,12400000,8,340,1,16700000
3,1,1,600000,1700000,14,521,1,3300000
2,1,1,1200000,2900000,12,330,1,6400000
4,1,1,7800000,26800000,2,474,0,44100000
0,1,0,9000000,35100000,6,898,0,46500000
1,1,0,2800000,9100000,12,436,1,15500000
1,1,0,7800000,21300000,10,326,1,56500000
4,0,1,4700000,9500000,18,876,0,40500000
2,0,0,4600000,17500000,20,597,0,35700000
4,0,0,5100000,16100000,14,436,1,33900000
3,1,1,6100000,22800000,18,640,0,49700000
0,1,0,6000000,22900000,16,302,1,43500000
2,1,0,8400000,23200000,16,476,1,47900000
2,0,0,9300000,22000000,14,393,1,50400000
0,0,0,4200000,10300000,10,506,1,32200000
3,0,0,9600000,37800000,10,418,1,58400000
3,0,0,5600000,13400000,6,865,0,42900000
4,0,0,7800000,28600000,2,703,0,52900000
2,0,1,4500000,12600000,2,568,0,31500000
3,0,0,2400000,5900000,2,425,1,11500000
0,1,0,3900000,11300000,12,305,1,21800000
5,0,1,9600000,20600000,6,456,1,61600000
4,1,0,900000,2600000,2,602,0,5600000
3,0,1,1100000,3800000,20,814,0,7200000
4,1,0,6400000,24900000,2,640,0,40700000
2,0,0,4600000,15000000,4,817,0,29200000
4,0,0,7600000,29800000,20,361,1,40800000
5,1,0,6800000,20100000,14,839,0,25600000
5,0,0,7100000,27000000,20,592,0,42500000
4,1,1,6700000,24700000,6,498,1,40800000
5,1,1,5800000,12400000,6,847,0,35800000
0,0,1,8600000,29400000,16,643,0,60400000
0,0,1,3500000,10600000,4,389,0,24700000
2,0,1,4800000,17500000,20,381,1,27700000
5,0,1,6100000,14400000,16,400,1,41400000
5,0,1,5200000,12700000,16,718,0,37100000
5,1,1,4100000,12400000,8,309,1,25500000
5,1,0,3200000,7400000,2,838,0,18900000
3,1,1,7500000,21600000,14,678,0,52200000
2,1,1,1500000,4500000,14,826,0,11100000
4,0,1,1200000,3100000,16,348,1,8600000
1,0,1,8400000,19700000,6,476,1,85100000
0,1,1,7900000,26300000,8,666,0,44000000
1,0,1,2100000,4300000,20,896,0,12200000
2,0,0,2500000,7000000,20,547,1,9500000
2,1,1,3700000,13900000,2,405,0,23700000
5,0,0,1100000,4000000,16,498,1,3500000
5,0,0,6500000,24800000,8,779,0,41100000
0,1,1,8200000,31500000,8,403,1,45400000
2,1,0,5000000,12400000,8,709,0,35600000
1,1,0,1500000,6000000,6,507,1,12000000
5,1,0,3700000,9100000,18,368,1,17500000
3,0,1,4100000,14600000,16,760,0,29200000
2,1,0,7200000,16800000,6,796,0,36900000
1,0,0,2000000,5000000,6,876,0,10700000
3,1,0,2000000,4700000,14,673,0,11600000
1,0,1,5100000,11500000,4,747,0,35000000
1,1,0,6000000,13600000,12,589,0,29000000
1,0,0,4900000,18100000,8,382,1,31900000
3,1,1,900000,2300000,12,900,0,5700000
1,0,1,7500000,25000000,18,628,0,32100000
2,0,0,6400000,25000000,12,667,0,49900000
2,0,1,8700000,26400000,2,778,0,50000000
4,0,1,7300000,17200000,18,831,0,51000000
5,0,0,7400000,27100000,4,320,0,69000000
2,0,0,2700000,9300000,16,656,0,20200000
3,0,0,3400000,8900000,6,896,0,23400000
3,1,1,2100000,7400000,4,320,0,14500000
2,1,0,3100000,10500000,10,751,0,22000000
5,1,0,4700000,17400000,2,523,0,33700000
5,0,0,3100000,10500000,6,584,0,23600000
2,1,0,5700000,20400000,2,630,0,31600000
3,0,1,2300000,8000000,14,472,1,17200000
0,1,1,6600000,18500000,16,802,0,47200000
2,0,1,2700000,6400000,18,547,1,17600000
1,1,1,800000,2800000,16,726,0,7600000
1,0,0,6600000,18500000,8,712,0,37500000
3,0,0,3900000,10700000,6,790,0,27700000
5,1,0,200000,600000,16,396,1,700000
3,0,0,2000000,4200000,6,831,0,11100000
2,0,1,9100000,20900000,20,632,0,47800000
3,0,0,4700000,10800000,8,527,1,34800000
3,1,1,3200000,11100000,6,708,0,24200000
2,1,0,1700000,4200000,14,829,0,8000000
1,1,0,2600000,8100000,12,854,0,18400000
3,1,1,2700000,6700000,14,899,0,14600000
0,1,1,3600000,13400000,6,589,0,18800000
4,0,1,7200000,26000000,6,571,0,31500000
2,1,1,2500000,6400000,6,708,0,20500000
2,1,0,5500000,19600000,16,328,1,21800000
3,0,1,9200000,33500000,8,564,0,77200000
3,1,0,9000000,19000000,8,693,0,59600000
4,1,1,5900000,15000000,14,626,0,46800000
4,0,0,5600000,15600000,12,470,1,42200000
2,1,1,3200000,12500000,8,849,0,20500000
5,1,0,9100000,27800000,16,547,1,70200000
0,1,1,4600000,15100000,2,417,0,27900000
4,0,0,7300000,14900000,2,358,1,53600000
5,1,1,1300000,3100000,16,826,0,8400000
0,1,0,1800000,4200000,6,836,0,12000000
3,0,0,500000,1700000,10,509,1,2400000
2,1,1,5700000,20500000,20,581,0,42900000
4,0,0,300000,1100000,4,359,0,1300000
5,0,1,2100000,7100000,10,517,1,10900000
1,1,1,5700000,20100000,14,442,1,43400000
1,1,1,1100000,2700000,16,346,1,5200000
5,0,0,9300000,34000000,6,742,0,45800000
1,0,1,3500000,8100000,10,626,0,22700000
0,1,1,8200000,28800000,4,619,0,39400000
2,1,1,7500000,17900000,20,734,0,42500000
1,0,1,7000000,25600000,6,420,1,50600000
5,1,1,3900000,8300000,18,600,0,20500000
3,0,1,4700000,13200000,12,440,1,28200000
5,1,1,1700000,5200000,16,820,0,7900000
0,0,0,2500000,7800000,8,437,1,14900000
1,1,1,400000,1400000,12,468,1,2600000
0,1,1,2400000,9100000,8,368,1,11300000
4,0,0,5700000,21900000,2,871,0,25400000
1,0,0,9800000,37900000,4,816,0,68600000
5,0,0,9000000,32800000,4,773,0,45100000
3,1,0,800000,3000000,14,576,0,5500000
1,0,0,1600000,4500000,14,673,0,9600000
0,0,1,9800000,34100000,20,760,0,77900000
5,1,1,2900000,7500000,12,678,0,21000000
4,1,1,3900000,12000000,14,893,0,28800000
0,0,1,3300000,9000000,18,754,0,21600000
3,0,1,700000,2200000,8,617,0,5300000
3,1,1,8400000,29500000,20,661,0,57800000
1,0,1,4000000,12100000,12,356,1,33600000
0,1,1,1900000,6300000,16,811,0,8200000
0,1,0,3900000,14600000,2,730,0,33200000
5,1,0,7400000,18000000,2,792,0,39900000
5,1,1,5900000,16000000,6,798,0,36300000
2,1,0,1400000,2900000,12,490,1,9000000
2,0,1,1800000,5500000,6,448,1,10100000
0,0,1,1000000,3100000,6,525,1,7800000
1,0,0,7400000,19200000,20,415,1,43200000
5,0,0,2700000,10600000,16,496,1,15800000
1,1,1,3600000,13100000,8,543,1,15600000
5,0,0,7000000,18400000,12,520,1,37400000
4,1,1,5000000,18000000,14,307,1,27000000
2,0,0,1800000,5700000,14,502,1,8200000
2,0,1,4700000,12000000,6,505,1,27500000
2,1,1,6700000,23100000,4,304,0,55800000
5,1,0,5800000,17500000,10,719,0,23200000
0,0,1,5900000,22700000,18,855,0,38200000
4,1,0,6000000,15800000,18,593,0,31200000
1,1,1,700000,1400000,10,523,1,4300000
0,1,1,3700000,13100000,14,385,1,31500000
0,0,1,7100000,19300000,6,783,0,35500000
5,0,1,1100000,3900000,2,538,0,7600000
3,1,1,9500000,20100000,2,506,1,61300000
4,1,1,2200000,8600000,2,461,0,11200000
4,1,1,5500000,20000000,8,666,0,34400000
3,1,1,4400000,16300000,20,561,0,29500000
5,1,0,5000000,10800000,10,345,1,37700000
4,1,1,6100000,12500000,14,862,0,41500000
3,1,0,8100000,22300000,10,686,0,54500000
4,0,1,7000000,19600000,8,708,0,49000000
4,1,0,5600000,14800000,20,656,0,36900000
4,0,0,1800000,7000000,14,743,0,9600000
2,0,0,3600000,12100000,14,408,1,32700000
5,0,0,600000,1300000,14,408,1,3800000
1,0,1,4900000,16500000,12,439,1,26400000
3,0,1,3000000,7100000,6,415,1,19700000
0,1,1,3800000,10600000,12,490,1,27300000
1,0,1,7600000,30000000,16,884,0,44900000
4,0,0,7800000,25400000,18,425,1,54700000
0,0,0,6800000,21700000,20,730,0,41000000
4,0,1,5900000,17300000,20,657,0,24200000
2,1,0,4900000,16800000,10,480,1,26400000
3,1,1,1100000,3100000,16,356,1,6000000
1,1,1,9800000,36000000,12,629,0,73100000
1,0,1,1200000,4700000,2,667,0,6400000
0,1,0,4700000,11500000,18,559,0,28800000
4,0,0,6700000,16000000,4,791,0,38900000
0,1,1,3700000,11300000,6,538,1,22400000
2,0,0,7400000,16000000,20,358,1,53300000
2,1,0,3300000,11700000,14,439,1,20300000
2,0,1,4800000,15300000,12,503,1,23600000
4,0,1,4600000,11900000,6,810,0,42100000
1,0,1,8000000,30600000,14,302,1,56500000
0,1,0,4100000,8800000,18,300,1,29400000
4,1,0,2600000,7200000,16,612,0,9500000
3,1,0,1300000,5000000,6,686,0,9700000
0,0,1,2300000,4900000,12,409,1,13600000
5,0,0,300000,900000,6,492,1,2200000
0,0,1,7000000,21700000,20,498,1,30700000
3,1,1,4400000,10900000,18,611,0,26700000
5,1,1,5100000,11800000,6,776,0,22900000
1,1,0,5900000,13000000,6,779,0,42100000
3,0,1,7800000,27200000,16,560,0,42100000
4,0,1,2200000,5100000,6,308,1,15500000
4,1,0,5400000,12600000,18,786,0,30400000
1,1,0,7400000,29100000,8,597,0,40200000
4,0,0,5800000,12000000,12,811,0,35500000
1,0,1,5800000,13000000,12,862,0,35600000
3,1,1,4800000,14200000,12,369,1,20400000
1,1,1,7400000,23900000,4,687,0,63400000
0,1,1,9600000,19600000,12,500,1,70700000
2,1,1,200000,500000,6,746,0,900000
4,1,0,700000,2100000,14,619,0,6000000
2,1,0,7600000,16700000,20,692,0,52000000
1,1,1,1400000,3300000,18,321,1,6100000
2,1,1,3800000,15000000,14,730,0,28000000
3,1,0,2700000,10800000,6,480,1,18200000
2,1,1,5000000,10700000,2,753,0,38800000
4,0,1,9000000,28900000,6,637,0,50300000
3,0,0,3700000,9000000,6,483,1,23200000
4,1,1,300000,1100000,4,315,0,1800000
4,0,0,1800000,4100000,8,777,0,10200000
2,0,0,7900000,17700000,4,402,1,66700000
4,0,1,2100000,7700000,8,493,1,10400000
0,0,1,900000,3100000,4,355,0,5300000
3,0,0,9900000,23600000,18,557,0,59000000
0,1,1,5600000,20000000,20,606,0,35200000
1,1,1,6000000,12200000,16,743,0,34900000
5,1,0,5700000,18400000,4,579,0,38900000
0,0,1,9000000,33100000,20,734,0,44300000
0,0,0,7300000,16100000,2,490,1,41500000
5,0,0,5300000,20500000,16,802,0,43500000
1,1,1,3500000,7400000,16,867,0,18700000
0,1,0,1000000,2200000,12,302,1,7700000
0,1,0,5100000,19900000,12,867,0,32900000
0,0,1,2900000,9900000,8,312,1,21200000
3,1,0,7600000,19100000,14,762,0,60600000
5,1,1,6000000,14700000,18,462,1,42400000
1,0,0,6300000,18200000,18,849,0,30800000
3,1,0,1900000,7400000,18,592,0,13100000
4,0,0,600000,1400000,4,507,1,2600000
2,1,1,4100000,11400000,14,505,1,31200000
0,1,1,800000,3200000,8,467,1,5200000
2,1,0,6600000,22900000,16,543,1,48300000
4,0,1,300000,1100000,12,674,0,1600000
3,0,0,6100000,13500000,2,717,0,39400000
5,1,1,4800000,17000000,10,666,0,27500000
4,1,0,4500000,17300000,18,830,0,18900000
2,0,0,3800000,9400000,16,383,1,20300000
2,0,1,7000000,18900000,8,584,0,52200000
2,1,0,4400000,14200000,18,799,0,27300000
5,0,0,5300000,19400000,6,510,1,39000000
0,1,1,2600000,5900000,6,572,0,20000000
3,1,0,3300000,13100000,2,554,0,19000000
1,1,1,1200000,4800000,6,344,1,9100000
3,0,0,4300000,8600000,8,881,0,34800000
0,1,1,8400000,27200000,10,514,1,36200000
0,0,0,600000,1800000,18,796,0,3400000
2,0,1,4700000,16200000,12,802,0,29200000
3,0,0,4200000,12500000,20,375,1,19700000
2,0,0,4300000,14700000,2,871,0,29700000
0,1,0,800000,2900000,2,439,0,4900000
0,1,1,9300000,32000000,8,438,1,78500000
5,1,0,6200000,13700000,2,468,1,35000000
3,0,1,3500000,10200000,12,645,0,28500000
2,0,1,3600000,9200000,18,700,0,20400000
5,0,1,9500000,36700000,16,348,1,48700000
5,0,1,600000,1400000,10,877,0,4500000
0,1,1,3800000,14900000,6,899,0,23600000
3,0,1,1400000,3500000,12,610,0,7000000
1,1,0,6300000,23900000,4,742,0,34700000
1,1,1,2800000,6600000,18,801,0,19700000
4,0,1,5400000,17100000,2,533,0,35800000
3,1,1,6300000,23900000,16,656,0,42300000
3,0,1,3900000,14300000,18,785,0,37300000
2,0,1,4200000,15700000,2,332,0,24000000
0,0,0,3100000,8100000,18,768,0,16000000
1,0,0,3400000,8600000,6,640,0,20900000
4,1,0,1500000,3100000,6,885,0,8600000
3,1,1,900000,2000000,18,772,0,7300000
4,0,1,7800000,25600000,4,665,0,38800000
1,1,1,3500000,10500000,20,454,1,22000000
1,1,0,8400000,32500000,14,698,0,56000000
4,1,1,6400000,21300000,20,332,1,36900000
1,1,0,9600000,28300000,6,536,1,61300000
5,1,1,2100000,6500000,10,796,0,15200000
2,1,1,6000000,19900000,8,486,1,46900000
0,1,1,8300000,16800000,18,422,1,53300000
1,1,1,5300000,18500000,6,501,1,36200000
1,1,1,9700000,23500000,4,666,0,55800000
3,1,1,8200000,16500000,18,371,1,46900000
5,0,0,3400000,6900000,14,312,1,16300000
5,0,0,2800000,11000000,12,753,0,21600000
0,1,1,2400000,5200000,16,740,0,17700000
1,0,0,8200000,24000000,4,366,1,61700000
4,1,0,4200000,11100000,8,526,1,33500000
4,0,1,5500000,14800000,10,354,1,48300000
5,1,1,2900000,6300000,6,719,0,19100000
5,1,0,6300000,20100000,12,774,0,49400000
5,1,1,9700000,29100000,18,732,0,60100000
1,1,0,6500000,16000000,6,862,0,35700000
5,1,0,4900000,10800000,18,613,0,27400000
5,0,1,6900000,16500000,6,447,1,25200000
4,1,1,1100000,3000000,4,730,0,5600000
2,0,1,8200000,23600000,6,495,1,66900000
5,1,1,6700000,23600000,14,854,0,33200000
3,0,1,7400000,15200000,10,548,1,53600000
1,1,0,1200000,2700000,14,779,0,5800000
0,1,0,9500000,24800000,2,564,0,65000000
5,1,1,4000000,8200000,2,571,0,25100000
0,1,1,8600000,32600000,8,778,0,80200000
4,0,1,9100000,28400000,12,808,0,66600000
0,1,1,7100000,18600000,20,770,0,60500000
0,1,0,9000000,28400000,4,612,0,47300000
3,0,1,1400000,2700000,14,819,0,8000000
1,0,0,8800000,20200000,6,627,0,69800000
3,1,1,5400000,14700000,4,359,1,43400000
1,0,0,6100000,19100000,6,341,1,30300000
1,0,0,1000000,3600000,4,570,0,7000000
3,0,1,7700000,18100000,20,736,0,61400000
1,0,1,6100000,12900000,2,302,1,39200000
2,1,1,7700000,21000000,12,420,1,58300000
4,0,1,4700000,12000000,2,416,1,33800000
2,0,1,9100000,34800000,20,836,0,72700000
0,0,1,5800000,12700000,12,528,1,42900000
4,1,0,8500000,24900000,2,405,1,35400000
2,0,1,9900000,33400000,14,783,0,63200000
4,1,1,2000000,4000000,10,636,0,7800000
1,1,1,5000000,16800000,6,711,0,33100000
1,0,1,3200000,11800000,16,848,0,18500000
1,1,1,8000000,27800000,8,804,0,48400000
0,1,1,1200000,2800000,14,892,0,8300000
2,1,1,5800000,22800000,14,696,0,37900000
1,0,0,2500000,7600000,20,888,0,19900000
1,1,1,600000,1400000,10,699,0,3000000
5,0,0,4900000,13000000,10,865,0,38200000
2,0,1,9400000,37300000,14,383,1,58500000
2,0,0,5300000,19300000,16,368,1,30400000
5,1,0,5100000,15800000,4,607,0,33300000
4,1,1,2900000,8900000,18,827,0,16600000
1,0,0,9100000,34000000,12,672,0,51700000
3,1,1,8800000,26700000,12,708,0,67800000
4,1,0,2600000,8800000,10,682,0,21100000
1,0,1,9700000,25500000,18,741,0,67800000
5,1,1,600000,1200000,8,343,1,3000000
0,0,1,4100000,11100000,16,785,0,25400000
1,1,1,8000000,28000000,20,830,0,71200000
2,0,0,8800000,26700000,16,696,0,59400000
1,0,0,200000,300000,12,697,0,1700000
0,0,1,3800000,11700000,2,351,0,22400000
3,0,0,6800000,21800000,10,556,0,50200000
0,0,0,8600000,31800000,2,895,0,63200000
2,0,1,2800000,8400000,10,534,1,25200000
0,0,0,8000000,29800000,12,736,0,55500000
2,0,1,2300000,5500000,16,629,0,16400000
4,0,1,7600000,16200000,20,657,0,45200000
2,0,0,2900000,11300000,12,839,0,16500000
4,1,0,7900000,25700000,18,589,0,39700000
2,1,0,1900000,4500000,6,805,0,12400000
3,1,1,4600000,13600000,20,729,0,33300000
1,1,0,2600000,7700000,6,399,1,20400000
2,1,0,2700000,6700000,8,413,1,19900000
5,0,1,6300000,13200000,16,321,1,33000000
0,0,1,2600000,7500000,2,853,0,19100000
4,1,1,7700000,23400000,6,400,1,38800000
0,0,1,7400000,16300000,16,630,0,58100000
3,0,1,7300000,21600000,20,557,0,41400000
1,0,0,2900000,7600000,2,358,1,13700000
3,0,1,6600000,16000000,10,510,1,25600000
2,0,1,2700000,9600000,14,554,0,18100000
3,0,1,8300000,27700000,4,596,0,64700000
0,0,0,4900000,18500000,8,659,0,30100000
4,0,1,7900000,30700000,10,322,1,60400000
5,0,1,8800000,21300000,14,852,0,52800000
5,1,0,4000000,14100000,18,653,0,24700000
4,0,1,3900000,9200000,12,737,0,22600000
3,0,1,7700000,18900000,2,583,0,38300000
1,0,1,3800000,10000000,16,873,0,22200000
5,0,0,8000000,27000000,20,595,0,44900000
5,0,1,3400000,11300000,20,871,0,22500000
5,0,1,5500000,18800000,12,603,0,30000000
0,1,0,7700000,29300000,14,801,0,46100000
5,0,0,4000000,9400000,4,723,0,14300000
5,1,1,5900000,22600000,18,630,0,29800000
0,1,1,2600000,9900000,20,368,1,12300000
3,0,0,6600000,22200000,12,759,0,38300000
0,1,1,1000000,3000000,18,382,1,7300000
4,1,1,800000,2800000,16,645,0,5200000
0,0,0,3200000,6300000,6,878,0,23600000
4,0,0,8400000,23400000,12,350,1,62000000
3,0,1,5800000,17600000,6,720,0,34500000
0,1,1,7300000,28100000,10,673,0,40100000
1,0,0,3900000,8000000,6,448,1,15800000
2,1,1,4600000,16000000,4,720,0,20500000
0,0,0,3600000,12300000,2,300,0,27900000
4,0,0,7500000,28700000,20,520,1,29000000
1,0,0,5200000,15000000,12,794,0,32000000
3,0,1,4400000,10000000,8,875,0,26900000
1,1,1,5100000,12900000,14,533,1,31700000
0,0,0,6000000,23600000,6,776,0,48700000
2,0,0,3800000,11400000,6,706,0,19900000
3,0,0,2800000,10900000,2,710,0,12200000
5,0,1,6500000,18300000,4,333,1,37200000
2,1,1,1600000,6400000,4,787,0,7900000
4,0,0,5500000,18600000,12,569,0,46700000
0,0,1,9600000,20100000,16,427,1,51400000
0,0,0,7000000,27800000,16,640,0,39400000
2,1,0,4000000,8100000,16,312,1,23800000
1,1,1,8100000,30900000,12,464,1,48800000
2,1,1,6600000,22800000,8,490,1,40500000
5,0,0,4100000,10200000,12,431,1,26400000
1,0,0,6600000,24800000,4,500,0,35500000
4,0,0,5100000,12200000,14,511,1,30400000
4,0,0,8200000,25200000,18,691,0,53700000
1,1,1,9500000,24400000,14,696,0,68000000
0,1,1,7600000,27600000,2,437,0,55600000
2,1,1,8400000,20800000,12,335,1,47600000
4,0,0,7600000,25100000,4,671,0,49500000
4,1,1,1400000,3700000,12,621,0,10900000
4,1,1,2700000,6800000,10,455,1,17400000
1,0,1,200000,500000,10,856,0,1400000
3,0,0,600000,2100000,16,892,0,4000000
4,0,0,5200000,12900000,16,819,0,31800000
0,1,1,5100000,11600000,10,308,1,27700000
4,0,1,9200000,18600000,2,889,0,74100000
5,1,0,6500000,23200000,18,713,0,28700000
0,0,0,8500000,21000000,6,665,0,52000000
4,1,0,2000000,6000000,12,837,0,11800000
4,1,1,7500000,18000000,20,395,1,46200000
0,0,1,7500000,28900000,10,632,0,67000000
2,1,0,2000000,4300000,16,497,1,13800000
3,0,1,1400000,2700000,14,694,0,9300000
1,1,1,1700000,5600000,2,882,0,14000000
2,0,1,5300000,14900000,6,504,1,32900000
4,1,0,8900000,30100000,2,747,0,64500000
3,0,0,9700000,35300000,4,462,0,61900000
5,0,0,9000000,25900000,4,538,1,61600000
2,1,1,8500000,30900000,6,664,0,42800000
1,1,0,3500000,10900000,4,524,0,31400000
1,1,0,500000,1400000,6,464,1,3500000
3,0,0,8900000,19100000,6,807,0,59100000
2,1,1,7800000,27200000,18,622,0,42700000
5,1,1,9800000,27800000,6,827,0,59600000
0,0,0,5200000,19000000,14,687,0,36200000
4,0,0,7400000,19400000,16,835,0,60600000
3,0,1,1200000,3300000,6,772,0,5900000
1,1,1,1000000,3200000,2,710,0,4500000
3,0,1,9500000,32500000,14,581,0,57800000
3,1,0,4500000,11700000,18,775,0,28700000
2,0,0,4900000,16000000,12,710,0,31500000
3,1,1,700000,2500000,8,321,1,5200000
0,0,0,9400000,28300000,20,761,0,78200000
3,1,1,8300000,31400000,6,674,1,25900000
4,0,1,5600000,13000000,4,899,0,37400000
5,1,1,4400000,12300000,8,567,0,22100000
3,0,0,2100000,5400000,8,771,0,16100000
1,1,1,4400000,10600000,4,360,1,34400000
0,1,0,6300000,19600000,6,425,1,45500000
4,0,0,9900000,30000000,18,496,1,61500000
3,1,0,700000,1600000,20,705,0,4500000
4,1,0,3600000,12400000,14,427,1,24500000
1,1,1,5600000,21000000,2,552,0,37700000
3,1,1,1000000,3700000,8,725,0,9600000
5,0,1,6400000,15600000,8,553,0,45500000
0,1,0,8900000,19100000,2,725,0,51100000
4,0,0,9900000,26100000,2,481,1,52400000
2,0,1,4000000,8600000,4,847,0,29600000
0,1,1,7300000,25700000,10,666,0,52100000
1,1,0,8100000,25400000,6,477,1,45300000
4,0,1,6800000,22100000,4,446,0,36400000
0,1,1,2600000,8200000,8,630,0,20400000
5,1,1,300000,1100000,20,613,0,1900000
2,0,1,2400000,7500000,4,851,0,11800000
0,1,0,6000000,20600000,12,339,1,39500000
4,0,1,3800000,11100000,16,857,0,35100000
0,0,1,7000000,22100000,14,467,1,48300000
0,0,1,5400000,12900000,16,355,1,39900000
1,1,0,6400000,16400000,6,428,1,56100000
5,1,1,7000000,24000000,14,450,1,41800000
2,1,1,2100000,4600000,4,348,1,14200000
4,1,1,4400000,15000000,12,459,1,20300000
0,1,0,8000000,31000000,8,847,0,49700000
2,1,1,3900000,8300000,18,523,1,13300000
0,0,0,4700000,15200000,10,786,0,31900000
0,0,0,6800000,21200000,14,300,1,35200000
0,1,1,1800000,6500000,12,728,0,11500000
3,1,1,8600000,32000000,4,497,0,38200000
1,1,1,3600000,13700000,10,548,1,25300000
1,0,1,6800000,22900000,6,576,0,31000000
3,0,1,1100000,4100000,20,863,0,6200000
4,0,1,4000000,8400000,8,717,0,28200000
1,0,0,2500000,5900000,12,668,0,18000000
2,0,0,5400000,17400000,10,335,1,29700000
5,1,0,6600000,13600000,4,861,0,40100000
4,1,0,6000000,14900000,2,321,1,39100000
0,0,1,2200000,8300000,10,585,0,11500000
1,0,0,8800000,18500000,10,704,0,55500000
0,1,1,4000000,10300000,4,819,0,30100000
4,1,1,3600000,12400000,18,494,1,17500000
5,0,1,8100000,22500000,2,808,0,33800000
3,1,1,5200000,11000000,12,830,0,37600000
5,0,0,1100000,2800000,14,473,1,5500000
2,0,0,7500000,29800000,4,392,0,32500000
5,1,0,7700000,20300000,12,806,0,63100000
0,1,0,5700000,21400000,8,340,1,26100000
3,0,1,5000000,13900000,8,555,0,41900000
5,1,0,500000,1200000,16,499,1,2900000
3,0,0,8900000,21300000,10,467,1,61900000
1,1,0,1700000,6600000,4,797,0,12100000
4,1,1,500000,1300000,18,762,0,3300000
3,1,1,9900000,36500000,16,562,0,67900000
1,0,0,8400000,21800000,2,492,1,39800000
3,1,1,500000,1700000,4,824,0,2900000
2,0,0,1700000,5700000,10,602,0,13900000
1,1,1,6500000,18300000,10,722,0,44200000
1,1,0,8900000,28400000,6,709,0,61200000
1,1,0,400000,1400000,4,302,0,2300000
3,1,0,5700000,12300000,6,364,1,44400000
0,1,1,9600000,23800000,12,389,1,76300000
0,0,1,8500000,20000000,16,786,0,47300000
0,0,0,4000000,11500000,8,434,1,21600000
2,1,1,6300000,18100000,6,671,0,34700000
3,0,1,4000000,14700000,8,376,1,22300000
4,0,0,9400000,32200000,6,898,0,67500000
5,0,1,4100000,15500000,10,836,0,30400000
4,0,1,1100000,4400000,6,515,1,7500000
3,1,0,8700000,24800000,20,360,1,69400000
